,O.diatom,E.diatom,OoverE.diatom,Onull.diatom,Enull.diatom,OoverE.null.diatom,BC.diatom,BC.null.diatom,Type.diatom,Type.diatom.1,MMI.diatom,Type.null.diatom,MMI.null.diatom,ASCI.diatom,ASCI.null.diatom,O.sba,E.sba,OoverE.sba,Onull.sba,Enull.sba,OoverE.null.sba,BC.sba,BC.null.sba,Type.sba,Type.sba.1,MMI.sba,Type.null.sba,MMI.null.sba,ASCI.sba,ASCI.null.sba,O.hybrid,E.hybrid,OoverE.hybrid,Onull.hybrid,Enull.hybrid,OoverE.null.hybrid,BC.hybrid,BC.null.hybrid,Type.hybrid,Type.hybrid.1,MMI.hybrid,Type.null.hybrid,MMI.null.hybrid,ASCI.hybrid,ASCI.null.hybrid,zed
SMC00827_6.15.09_1,13,13.34517946,0.974134521,9,8.674796748,1.037488285,0.217075243,0.147194112,int,Intermediate,0.825727463,Intermediate,0.825727463,0.899930992,0.931607874,4,5.667182952,0.705818046,4,4.943349754,0.809167912,0.522583414,0.525750482,int,Intermediate,1.099845158,Intermediate,1.099845158,0.902831602,0.954506535,18,17.7504016,1.014061564,11,10.00478469,1.099473936,0.27847937,0.236446469,int,Intermediate,0.97872674,Intermediate,0.97872674,0.996394152,1.039100338,SMC00827_6.15.09_1
SMC00830_6.21.11_1,8,11.06420738,0.723052246,8,8.674796748,0.922211809,0.26605096,0.180237283,str,Stressed,0.817319604,Stressed,0.817319604,0.770185925,0.869765706,6,5.484656324,1.093960979,6,4.943349754,1.213751868,0.379231777,0.37024533,str,Stressed,0.84891571,Stressed,0.84891571,0.971438344,1.031333789,11,12.01522522,0.915505103,11,10.00478469,1.099473936,0.231711907,0.211845103,str,Stressed,0.71859943,Stressed,0.71859943,0.817052267,0.909036683,SMC00830_6.21.11_1
SMC00836_6.24.15_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10.85037715,0.73730156,8,10.00478469,0.799617408,0.275128656,0.318628754,str,Stressed,0.778808643,Stressed,0.778808643,0.758055102,0.789213026,SMC00836_6.24.15_1
SMC00857_7.13.11_1,10,11.2625267,0.887900226,9,8.674796748,1.037488285,0.184958664,0.147194112,str,Stressed,0.630651153,Stressed,0.630651153,0.75927569,0.834069719,2,5.52448792,0.362024504,2,4.943349754,0.404583956,0.532820002,0.520397304,str,Stressed,0.636491654,Stressed,0.636491654,0.499258079,0.520537805,11,12.29277057,0.89483489,11,10.00478469,1.099473936,0.233073215,0.20022779,str,Stressed,0.488381732,Stressed,0.488381732,0.691608311,0.793927834,SMC00857_7.13.11_1
SMC00873_4.23.15_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9.266292613,0.863344202,8,10.00478469,0.799617408,0.205056149,0.320754717,str,Stressed,0.680209711,Stressed,0.680209711,0.771776957,0.73991356,SMC00873_4.23.15_1
SMC00873_5.19.09_1,8,8.834641119,0.905526313,8,8.674796748,0.922211809,0.158509968,0.178612059,other,Stressed,0.667074845,Stressed,0.667074845,0.786300579,0.794643327,5,5.266581706,0.949382404,5,4.943349754,1.01145989,0.346697788,0.39658162,other,Stressed,0.618182485,Stressed,0.618182485,0.783782444,0.814821188,10,9.920382279,1.008025671,11,10.00478469,1.099473936,0.123997619,0.20501139,other,Stressed,0.691616376,Stressed,0.691616376,0.849821023,0.895545156,SMC00873_5.19.09_1
SMC00873_6.10.14_1,10,8.834641119,1.131907891,9,8.674796748,1.037488285,0.137645248,0.165900031,other,Stressed,0.845079902,Stressed,0.845079902,0.988493897,0.941284093,2,4.6421501,0.430834841,2,4.943349754,0.404583956,0.69858964,0.745299752,other,Stressed,0.813191912,Stressed,0.813191912,0.622013376,0.608887934,12,10.50044969,1.142808199,11,10.00478469,1.099473936,0.141605238,0.206833713,other,Stressed,0.962546072,Stressed,0.962546072,1.052677136,1.031010004,SMC00873_6.10.14_1
SMC00899_7.12.11_1,6,9.406754545,0.637839541,6,8.674796748,0.691658857,0.286362979,0.296029548,str,Stressed,0.721463418,Stressed,0.721463418,0.679651479,0.706561137,4,3.514511589,1.13813823,7,4.943349754,1.416043847,0.330228227,0.341719942,str,Stressed,0.345329801,Stressed,0.345329801,0.741734016,0.880686824,8,9.717837656,0.823228406,9,10.00478469,0.899569584,0.22768148,0.286757301,str,Stressed,0.637401553,Stressed,0.637401553,0.730314979,0.768485568,SMC00899_7.12.11_1
SMC00903_7.6.11_1,9,9.752726458,0.922818869,9,8.674796748,1.037488285,0.16265297,0.157927016,int,Intermediate,1.136742169,Intermediate,1.136742169,1.029780519,1.087115227,5,4.606947701,1.085317291,5,4.943349754,1.01145989,0.339330037,0.363884072,int,Intermediate,1.128762037,Intermediate,1.128762037,1.107039664,1.070110964,11,9.208249437,1.194581019,12,10.00478469,1.199426112,0.148130632,0.192433138,int,Intermediate,1.120025492,Intermediate,1.120025492,1.157303256,1.159725802,SMC00903_7.6.11_1
SMC00910_4.30.09_1,8,10.78018714,0.742102145,7,8.674796748,0.806935333,0.270102037,0.250345781,str,Stressed,0.542731631,Stressed,0.542731631,0.642416888,0.674833482,3,7.324629448,0.409577033,3,4.943349754,0.606875934,0.524639591,0.479069767,str,Stressed,0.832674595,Stressed,0.832674595,0.621125814,0.719775265,9,10.44858734,0.861360461,9,10.00478469,0.899569584,0.241031795,0.27265861,str,Stressed,0.651661169,Stressed,0.651661169,0.756510815,0.775615376,SMC00910_4.30.09_1
SMC00911_6.4.09_1,9,8.127908134,1.10729598,10,8.674796748,1.152764761,0.121530402,0.134523291,rv,Reference,1.002808222,Reference,1.002808222,1.055052101,1.077786491,3,3.079171222,0.974288139,3,4.943349754,0.606875934,0.30421477,0.458604651,rv,Reference,0.684104435,Reference,0.684104435,0.829196287,0.645490185,11,9.242014343,1.19021672,11,10.00478469,1.099473936,0.086848355,0.20022779,rv,Reference,0.979432103,Reference,0.979432103,1.084824412,1.03945302,SMC00911_6.4.09_1
SMC00921_6.2.10_1,9,10.16902111,0.885040939,9,8.674796748,1.037488285,0.175562412,0.147194112,str,Stressed,0.723191214,Stressed,0.723191214,0.804116077,0.880339749,3,6.373534804,0.470696418,3,4.943349754,0.606875934,0.481594023,0.450542636,str,Stressed,0.342644508,Stressed,0.342644508,0.406670463,0.474760221,12,13.9427005,0.860665407,12,10.00478469,1.199426112,0.229406515,0.190911068,str,Stressed,0.625526845,Stressed,0.625526845,0.743096126,0.912476479,SMC00921_6.2.10_1
SMC00924_6.25.14_1,9,11.09577819,0.811119315,8,8.674796748,0.922211809,0.219774897,0.178612059,int,Intermediate,0.778327256,Intermediate,0.778327256,0.794723285,0.850269533,1,4.696407337,0.212928719,1,4.943349754,0.202291978,0.669197905,0.679237464,int,Intermediate,0.683942045,Intermediate,0.683942045,0.448435382,0.443117011,9,11.36931404,0.791604486,9,10.00478469,0.899569584,0.241431973,0.254783484,int,Intermediate,0.715962688,Intermediate,0.715962688,0.753783587,0.807766136,SMC00924_6.25.14_1
SMC00924_6.9.09_1,10,11.09577819,0.901243683,10,8.674796748,1.152764761,0.180871298,0.129299086,other,Intermediate,0.895481014,Intermediate,0.895481014,0.898362348,1.024122887,2,4.789889495,0.417546167,2,4.943349754,0.404583956,0.613924955,0.678609436,other,Intermediate,0.804517895,Intermediate,0.804517895,0.611032031,0.604550926,11,11.27596784,0.975526018,11,10.00478469,1.099473936,0.226292816,0.239407745,other,Intermediate,0.883902995,Intermediate,0.883902995,0.929714506,0.991688465,SMC00924_6.9.09_1
SMC00926_6.28.10_1,5,7.739450864,0.646040667,6,8.674796748,0.691658857,0.287660754,0.328531856,str,Stressed,0.72378919,Stressed,0.72378919,0.684914928,0.707724023,3,3.308644096,0.906715837,4,4.943349754,0.809167912,0.357538029,0.428807491,str,Stressed,0.657055856,Stressed,0.657055856,0.781885847,0.733111884,7,9.264699749,0.755556056,8,10.00478469,0.799617408,0.268431284,0.326335371,str,Stressed,0.793662601,Stressed,0.793662601,0.774609328,0.796640004,SMC00926_6.28.10_1
SMC00957_6.21.10_1,9,10.54378628,0.853583311,8,8.674796748,0.922211809,0.206156014,0.178612059,other,Stressed,0.627751783,Stressed,0.627751783,0.740667547,0.774981796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10.95788853,0.730067657,8,10.00478469,0.799617408,0.257659081,0.318628754,other,Stressed,0.649890877,Stressed,0.649890877,0.689979267,0.724754142,SMC00957_6.21.10_1
SMC00957_7.2.10_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.256609575,0.760946755,3,4.943349754,0.606875934,0.410645768,0.479069767,str,Stressed,0.958644426,Stressed,0.958644426,0.85979559,0.78276018,2,10.42158034,0.191909474,2,10.00478469,0.199904352,0.738769664,0.725388601,str,Stressed,0.560944935,Stressed,0.560944935,0.376427204,0.380424643,SMC00957_7.2.10_1
SMC00958_7.19.11_1,7,10.08924526,0.693808092,7,8.674796748,0.806935333,0.247670598,0.216804979,str,Stressed,0.649116822,Stressed,0.649116822,0.671462457,0.728026077,6,5.863801142,1.023227059,6,4.943349754,1.213751868,0.360460737,0.37024533,str,Stressed,0.801786396,Stressed,0.801786396,0.912506728,1.007769132,9,10.24716001,0.878292131,11,10.00478469,1.099473936,0.201411213,0.217767654,str,Stressed,0.749924285,Stressed,0.749924285,0.814108208,0.924699111,SMC00958_7.19.11_1
SMC00963_6.17.10_1,7,11.24839322,0.622311104,7,8.674796748,0.806935333,0.284175237,0.216804979,other,Stressed,0.620453344,Stressed,0.620453344,0.621382224,0.713694338,2,6.416165041,0.31171268,2,4.943349754,0.404583956,0.566085811,0.520397304,other,Stressed,0.600556094,Stressed,0.600556094,0.456134387,0.502570025,9,13.20605238,0.681505702,10,10.00478469,0.99952176,0.290580924,0.228892609,other,Stressed,0.562166325,Stressed,0.562166325,0.621836014,0.780844043,SMC00963_6.17.10_1
SMC00963_7.9.14_1,10,11.24839322,0.889015862,9,8.674796748,1.037488285,0.18531331,0.147194112,str,Stressed,0.754654817,Stressed,0.754654817,0.82183534,0.896071551,2,6.264138937,0.31927772,2,4.943349754,0.404583956,0.668186999,0.666548421,str,Stressed,0.508299898,Stressed,0.508299898,0.413788809,0.456441927,11,12.18782299,0.902540184,11,10.00478469,1.099473936,0.224689491,0.236446469,str,Stressed,0.794347288,Stressed,0.794347288,0.848443736,0.946910612,SMC00963_7.9.14_1
SMC01004_5.26.09_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.031379677,0.284439199,2,4.943349754,0.404583956,0.661183682,0.678609436,str,Stressed,0.994718196,Stressed,0.994718196,0.639578697,0.699651076,1,10.82966648,0.092338947,1,10.00478469,0.099952176,0.877287631,0.872608696,str,Stressed,0.560944935,Stressed,0.560944935,0.326641941,0.330448555,SMC01004_5.26.09_1
SMC01013_6.24.10_1,10,10.43305724,0.958491817,10,8.674796748,1.152764761,0.146820211,0.134523291,str,Stressed,0.828955363,Stressed,0.828955363,0.89372359,0.990860062,7,6.797072799,1.029855087,5,4.943349754,1.01145989,0.326667685,0.39658162,str,Stressed,1.037456441,Stressed,1.037456441,1.033655764,1.024458166,16,15.64889689,1.022436285,11,10.00478469,1.099473936,0.202509595,0.20022779,str,Stressed,1.025913166,Stressed,1.025913166,1.024174726,1.062693551,SMC01013_6.24.10_1
SMC01040_6.9.09_1,11,10.0177778,1.098047912,10,8.674796748,1.152764761,0.146403123,0.134523291,int,Intermediate,1.015116203,Intermediate,1.015116203,1.056582058,1.083940482,5,5.945090491,0.841030092,5,4.943349754,1.01145989,0.381422527,0.380232846,int,Intermediate,0.979195232,Intermediate,0.979195232,0.910112662,0.995327561,14,12.36803024,1.131950661,12,10.00478469,1.199426112,0.229593405,0.185040226,int,Intermediate,1.033646396,Intermediate,1.033646396,1.082798528,1.116536254,SMC01040_6.9.09_1
SMC01046_5.21.09_1,8,7.748831617,1.03241371,8,8.674796748,0.922211809,0.123442002,0.205265724,str,Stressed,0.705449689,Stressed,0.705449689,0.8689317,0.813830749,4,2.951559183,1.355215922,5,4.943349754,1.01145989,0.273080602,0.389645777,str,Stressed,0.844528791,Stressed,0.844528791,1.099872357,0.927994341,10,9.146643201,1.093297265,10,10.00478469,0.99952176,0.131917547,0.24180818,str,Stressed,0.825037481,Stressed,0.825037481,0.959167373,0.91227962,SMC01046_5.21.09_1
SMC01049_6.1.10_1,7,7.747033592,0.90357166,7,8.674796748,0.806935333,0.170704165,0.243430152,other,Stressed,0.638710815,Stressed,0.638710815,0.771141238,0.722823074,2,4.511481971,0.443313309,2,4.943349754,0.404583956,0.479658471,0.520397304,other,Stressed,0.433592463,Stressed,0.433592463,0.438452886,0.419088209,9,9.745527262,0.923500572,9,10.00478469,0.899569584,0.175422394,0.267623364,other,Stressed,0.495290518,Stressed,0.495290518,0.709395545,0.697430051,SMC01049_6.1.10_1
SMC01049_7.9.14_1,9,7.747033592,1.161734991,10,8.674796748,1.152764761,0.074817215,0.129299086,str,Stressed,0.80590707,Stressed,0.80590707,0.983821031,0.979335916,4,4.438540059,0.901197229,4,4.943349754,0.809167912,0.398112421,0.421646929,str,Stressed,1.000447438,Stressed,1.000447438,0.950822333,0.904807675,11,9.786977156,1.123942544,13,10.00478469,1.299378288,0.108533164,0.179492512,str,Stressed,0.804835089,Stressed,0.804835089,0.964388816,1.052106688,SMC01049_7.9.14_1
SMC01096_6.7.10_1,8,10.36868765,0.771553766,8,8.674796748,0.922211809,0.219750727,0.181212417,int,Intermediate,0.821627177,Intermediate,0.821627177,0.796590471,0.871919493,2,5.84248901,0.342319857,2,4.943349754,0.404583956,0.546936046,0.520397304,int,Intermediate,0.707676042,Intermediate,0.707676042,0.524997949,0.556129999,10,13.14002716,0.761033434,10,10.00478469,0.99952176,0.326764027,0.223869888,int,Intermediate,0.788390172,Intermediate,0.788390172,0.774711803,0.893955966,SMC01096_6.7.10_1
SMC01096_6.7.10_2,8,10.36868765,0.771553766,8,8.674796748,0.922211809,0.219750727,0.181212417,other,Intermediate,0.788213882,Intermediate,0.788213882,0.779883824,0.855212845,2,5.84248901,0.342319857,2,4.943349754,0.404583956,0.546936046,0.520397304,other,Intermediate,0.78371863,Intermediate,0.78371863,0.563019243,0.594151293,10,13.14002716,0.761033434,10,10.00478469,0.99952176,0.326764027,0.223869888,other,Intermediate,0.770396046,Intermediate,0.770396046,0.76571474,0.884958903,SMC01096_6.7.10_2
SMC01097_5.4.15_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11.56903795,0.777938497,8,10.00478469,0.799617408,0.281968841,0.346797768,int,Intermediate,0.563896347,Intermediate,0.563896347,0.670917422,0.681756878,SMC01097_5.4.15_1
SMC01151_6.17.09_1,5,10.27415133,0.486658201,5,8.674796748,0.576382381,0.402320259,0.354340071,str,Stressed,0.642230306,Stressed,0.642230306,0.564444254,0.609306343,4,5.997538446,0.666940285,4,4.943349754,0.809167912,0.427421482,0.443128615,str,Stressed,0.437484166,Stressed,0.437484166,0.552212225,0.623326039,8,13.3901582,0.597453733,7,10.00478469,0.699665232,0.404247557,0.341024198,str,Stressed,0.614832827,Stressed,0.614832827,0.60614328,0.657249029,SMC01151_6.17.09_1
SMC01155_5.12.09_1,9,11.18663597,0.804531409,8,8.674796748,0.922211809,0.269388423,0.219242646,int,Intermediate,0.715968444,Intermediate,0.715968444,0.760249927,0.819090126,7,8.00344669,0.874623181,4,4.943349754,0.809167912,0.417370017,0.41063068,int,Intermediate,0.850341097,Intermediate,0.850341097,0.862482139,0.829754505,11,14.37314677,0.765316056,11,10.00478469,1.099473936,0.296435192,0.233485194,int,Intermediate,0.838408705,Intermediate,0.838408705,0.80186238,0.96894132,SMC01155_5.12.09_1
SMC01158_5.20.09_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.585213834,0.436184674,2,4.943349754,0.404583956,0.481165261,0.520397304,str,Stressed,0.776828515,Stressed,0.776828515,0.606506594,0.590706236,2,9.133937661,0.218963614,2,10.00478469,0.199904352,0.714800979,0.725388601,str,Stressed,0.693337653,Stressed,0.693337653,0.456150634,0.446621003,SMC01158_5.20.09_1
SMC01161_5.27.10_1,7,9.594756869,0.729565126,7,8.674796748,0.806935333,0.250506251,0.243430152,str,Stressed,0.681517084,Stressed,0.681517084,0.705541105,0.744226208,1,6.637648307,0.150655767,1,4.943349754,0.202291978,0.75228049,0.679237464,str,Stressed,0.947399556,Stressed,0.947399556,0.549027662,0.574845767,9,10.47572504,0.859129079,9,10.00478469,0.899569584,0.190103084,0.267623364,str,Stressed,0.760105251,Stressed,0.760105251,0.809617165,0.829837418,SMC01161_5.27.10_1
SMC01174_7.20.11_1,11,8.80846424,1.248798848,11,8.674796748,1.268041237,0.110636329,0.118181818,int,Intermediate,0.967575702,Intermediate,0.967575702,1.108187275,1.11780847,2,5.238744541,0.381770858,2,4.943349754,0.404583956,0.530525229,0.520397304,int,Intermediate,0.918200447,Intermediate,0.918200447,0.649985653,0.661392202,12,10.50487757,1.142326498,12,10.00478469,1.199426112,0.111269509,0.187866928,int,Intermediate,0.88639971,Intermediate,0.88639971,1.014363104,1.042912911,SMC01174_7.20.11_1
SMC01196_7.14.10_1,6,8.350423318,0.718526447,5,8.674796748,0.576382381,0.270180669,0.324217202,rc,Reference,0.768802497,Reference,0.768802497,0.743664472,0.672592439,1,3.820257806,0.261762439,1,4.943349754,0.202291978,0.609061931,0.679237464,rc,Reference,0.794364926,Reference,0.794364926,0.528063682,0.498328452,6,8.814630152,0.680686529,6,10.00478469,0.599713056,0.280484789,0.364424514,rc,Reference,0.837517715,Reference,0.837517715,0.759102122,0.718615386,SMC01196_7.14.10_1
SMC01201_6.2.10_1,8,8.178850248,0.978132593,7,8.674796748,0.806935333,0.18893347,0.243430152,str,Stressed,0.538762113,Stressed,0.538762113,0.758447353,0.672848723,2,4.421406153,0.452344781,2,4.943349754,0.404583956,0.471794722,0.520397304,str,Stressed,0.914351123,Stressed,0.914351123,0.683347952,0.65946754,9,9.218091034,0.976340976,9,10.00478469,0.899569584,0.154884628,0.267623364,str,Stressed,0.504851896,Stressed,0.504851896,0.740596436,0.70221074,SMC01201_6.2.10_1
SMC01208_6.8.10_1,8,10.27042695,0.778935485,7,8.674796748,0.806935333,0.241797174,0.216804979,str,Stressed,0.735440101,Stressed,0.735440101,0.757187793,0.771187717,3,5.7263961,0.523889711,3,4.943349754,0.606875934,0.42828869,0.458604651,str,Stressed,0.587526573,Stressed,0.587526573,0.555708142,0.597201254,10,12.76336147,0.783492658,9,10.00478469,0.899569584,0.257251268,0.247985901,str,Stressed,0.688092321,Stressed,0.688092321,0.735792489,0.793830952,SMC01208_6.8.10_1
SMC01215_7.13.11_1,6,10.36500057,0.57887117,6,8.674796748,0.691658857,0.329249483,0.28531856,str,Stressed,0.717272927,Stressed,0.717272927,0.648072048,0.704465892,3,6.116088162,0.490509607,3,4.943349754,0.606875934,0.500500252,0.479069767,str,Stressed,0.615233685,Stressed,0.615233685,0.552871646,0.61105481,9,13.27812111,0.677806741,8,10.00478469,0.799617408,0.356824551,0.295243157,str,Stressed,0.594399317,Stressed,0.594399317,0.636103029,0.697008362,SMC01215_7.13.11_1
SMC01248_7.26.11_1,7,7.763258135,0.901683273,7,8.674796748,0.806935333,0.127838519,0.216804979,rc,Reference,0.844402276,Reference,0.844402276,0.873042774,0.825668804,2,1.969059119,1.015713536,4,4.943349754,0.809167912,0.229303771,0.421646929,rc,Reference,0.702576983,Reference,0.702576983,0.85914526,0.755872448,9,9.449817036,0.952399392,10,10.00478469,0.99952176,0.175189174,0.235350395,rc,Reference,0.807269412,Reference,0.807269412,0.879834402,0.903395586,SMC01248_7.26.11_1
SMC01257_6.16.11_1,8,8.312749512,0.962377128,7,8.674796748,0.806935333,0.148539919,0.216804979,str,Stressed,0.486438808,Stressed,0.486438808,0.724407968,0.64668707,5,4.615016052,1.08341985,5,4.943349754,1.01145989,0.368755366,0.365865742,str,Stressed,0.500721148,Stressed,0.500721148,0.792070499,0.756090519,10,10.54131136,0.948648575,11,10.00478469,1.099473936,0.176593395,0.217767654,str,Stressed,0.348542627,Stressed,0.348542627,0.648595601,0.724008281,SMC01257_6.16.11_1
SMC01258_5.27.09_1,8,11.00634628,0.72685338,7,8.674796748,0.806935333,0.284075465,0.271784232,str,Stressed,0.636441805,Stressed,0.636441805,0.681647593,0.721688569,2,6.704914377,0.298288671,2,4.943349754,0.404583956,0.593688733,0.520397304,str,Stressed,0.977423952,Stressed,0.977423952,0.637856312,0.691003954,9,11.60007396,0.775857122,9,10.00478469,0.899569584,0.26747332,0.288519637,str,Stressed,0.677560062,Stressed,0.677560062,0.726708592,0.788564823,SMC01258_5.27.09_1
SMC01260_7.16.12_1,9,9.719367426,0.925986189,9,8.674796748,1.037488285,0.178143565,0.18675253,str,Stressed,0.681453963,Stressed,0.681453963,0.803720076,0.859471124,8,6.465804101,1.237278438,8,4.943349754,1.618335825,0.242054118,0.305042816,str,Stressed,0.505964013,Stressed,0.505964013,0.871621225,1.062149919,12,11.45876566,1.047233215,12,10.00478469,1.199426112,0.184411919,0.212220048,str,Stressed,0.64953252,Stressed,0.64953252,0.848382867,0.924479316,SMC01260_7.16.12_1
SMC01278_6.17.09_1,6,10.08464156,0.594964131,6,8.674796748,0.691658857,0.3332186,0.315604801,str,Stressed,0.736931425,Stressed,0.736931425,0.665947778,0.714295141,3,5.669384708,0.529157952,3,4.943349754,0.606875934,0.4766409,0.479069767,str,Stressed,0.465227368,Stressed,0.465227368,0.49719266,0.536051651,8,10.84722699,0.737515681,8,10.00478469,0.799617408,0.295700573,0.317300027,str,Stressed,0.741086109,Stressed,0.741086109,0.739300895,0.770351758,SMC01278_6.17.09_1
SMC01320_6.7.10_1,9,10.2746224,0.875944599,9,8.674796748,1.037488285,0.207362322,0.157927016,int,Intermediate,0.809962473,Intermediate,0.809962473,0.842953536,0.923725379,2,5.8138936,0.344003544,2,4.943349754,0.404583956,0.545244976,0.520397304,int,Intermediate,0.655506786,Intermediate,0.655506786,0.499755165,0.530045371,11,12.98364761,0.847219544,11,10.00478469,1.099473936,0.319558763,0.207972665,int,Intermediate,0.766822832,Intermediate,0.766822832,0.807021188,0.933148384,SMC01320_6.7.10_1
SMC01358_6.21.11_1,7,8.416677828,0.831682065,7,8.674796748,0.806935333,0.169745808,0.216804979,str,Stressed,0.680492533,Stressed,0.680492533,0.756087299,0.743713933,5,3.80983007,1.312394492,7,4.943349754,1.416043847,0.32895466,0.341719942,str,Stressed,0.806303328,Stressed,0.806303328,1.05934891,1.111173587,9,9.699106538,0.927920522,10,10.00478469,0.99952176,0.17283672,0.235350395,str,Stressed,0.726594557,Stressed,0.726594557,0.827257539,0.863058158,SMC01358_6.21.11_1
SMC01367_6.23.11_1,9,7.753036064,1.160835565,9,8.674796748,1.037488285,0.074432117,0.157927016,rv,Reference,0.901070546,Reference,0.901070546,1.030953056,0.969279415,3,3.959577907,0.757656516,3,4.943349754,0.606875934,0.419717333,0.450542636,rv,Reference,0.97181555,Reference,0.97181555,0.864736033,0.789345742,11,10.28849286,1.069155623,12,10.00478469,1.199426112,0.200267954,0.198303979,rv,Reference,0.92846128,Reference,0.92846128,0.998808451,1.063943696,SMC01367_6.23.11_1
SMC01383_6.1.10_1,6,9.078083679,0.66093244,7,8.674796748,0.806935333,0.31114643,0.288727524,str,Stressed,0.798002519,Stressed,0.798002519,0.72946748,0.802468926,2,4.298303251,0.465299883,3,4.943349754,0.606875934,0.71415695,0.641550388,str,Stressed,0.546864813,Stressed,0.546864813,0.506082348,0.576870373,6,9.683046121,0.619639721,8,10.00478469,0.799617408,0.398510439,0.389051289,str,Stressed,0.77757628,Stressed,0.77757628,0.698608001,0.788596844,SMC01383_6.1.10_1
SMC01384_6.30.15_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10.39627376,0.577129858,6,10.00478469,0.599713056,0.394682947,0.468161435,int,Intermediate,1.14287965,Intermediate,1.14287965,0.860004754,0.871296353,SMC01384_6.30.15_1
SMC01413_7.9.12_1,13,12.53651975,1.036970408,11,8.674796748,1.268041237,0.166446441,0.118181818,rc,Reference,1.046189317,Reference,1.046189317,1.041579863,1.157115277,7,4.681915136,1.495114669,7,4.943349754,1.416043847,0.284211597,0.310373273,rc,Reference,1.070240438,Reference,1.070240438,1.282677553,1.243142142,18,16.83744362,1.069045896,14,10.00478469,1.399330464,0.197730936,0.166434124,rc,Reference,1.025578779,Reference,1.025578779,1.047312338,1.212454622,SMC01413_7.9.12_1
SMC01413_7.9.12_2,13,12.0739963,1.076694052,11,8.674796748,1.268041237,0.095375713,0.118181818,other,Reference,0.952460865,Reference,0.952460865,1.014577459,1.110251051,5,4.734832485,1.056003568,7,4.943349754,1.416043847,0.287819776,0.317385028,other,Reference,1.058595387,Reference,1.058595387,1.057299478,1.237319617,16,13.78640185,1.160563878,14,10.00478469,1.399330464,0.123376083,0.166434124,other,Reference,0.990591238,Reference,0.990591238,1.075577558,1.194960851,SMC01413_7.9.12_2
SMC01424_7.1.09_1,9,8.306082241,1.083543329,8,8.674796748,0.922211809,0.148877372,0.203315456,rc,Reference,0.797064979,Reference,0.797064979,0.940304154,0.859638394,1,2.509069211,0.398554171,4,4.943349754,0.809167912,0.475512157,0.488295235,rc,Reference,1.115789252,Reference,1.115789252,0.757171712,0.962478582,10,10.02418901,0.997586936,9,10.00478469,0.899569584,0.209491429,0.274169184,rc,Reference,0.994339939,Reference,0.994339939,0.995963438,0.946954762,SMC01424_7.1.09_1
SMC01452_7.15.10_1,5,9.1625622,0.545698888,5,8.674796748,0.576382381,0.335881116,0.324217202,str,Stressed,0.766337367,Stressed,0.766337367,0.656018127,0.671359874,4,5.023959098,0.796184826,5,4.943349754,1.01145989,0.465052082,0.44017835,str,Stressed,0.560357361,Stressed,0.560357361,0.678271093,0.785908626,6,9.646880247,0.621962733,7,10.00478469,0.699665232,0.303361855,0.335115363,str,Stressed,0.732880869,Stressed,0.732880869,0.677421801,0.71627305,SMC01452_7.15.10_1
SMC01454_7.16.12_1,10,8.288028189,1.206559603,10,8.674796748,1.152764761,0.093611613,0.134523291,str,Stressed,0.598048285,Stressed,0.598048285,0.902303944,0.875406523,3,3.094404212,0.969491959,4,4.943349754,0.809167912,0.321378592,0.421646929,str,Stressed,0.771897141,Stressed,0.771897141,0.87069455,0.790532526,11,9.215655906,1.193620955,12,10.00478469,1.199426112,0.088265456,0.190911068,str,Stressed,0.568882432,Stressed,0.568882432,0.881251693,0.884154272,SMC01454_7.16.12_1
SMC01454_7.16.12_2,10,8.288028189,1.206559603,9,8.674796748,1.037488285,0.093611613,0.147194112,other,Stressed,0.702447164,Stressed,0.702447164,0.954503384,0.869967725,3,3.094404212,0.969491959,4,4.943349754,0.809167912,0.321378592,0.421646929,other,Stressed,1.051417345,Stressed,1.051417345,1.010454652,0.930292629,11,9.215655906,1.193620955,12,10.00478469,1.199426112,0.088265456,0.190911068,other,Stressed,0.741160323,Stressed,0.741160323,0.967390639,0.970293218,SMC01454_7.16.12_2
