StationCode,StationName,MasterID,Latitude,Longitude,HUC,County,SMCShed,SMC_LU,PSA_LU,GISCode,COMID,PSA6c,PSA9c,PSA10c,SampleDate,SampleYear,csci_mean,SampleDate2,h20_mean,PCT_SAFN,H_AqHab,H_SubNat,Ev_FlowHab,XCMG,indexscore_cram,bioticstructure_cram,hydrologicconnectivity_cram,hydroperiodorchannelstability_cram,Cond,NH3,Nitrate,Nitrite,NN,TKN,TN,TP,TN2
902SSMR05,Santa Margarita 5,902SSMR05,33.41434,-117.24151,902,San Diego,NorthernSanDiego,Agricultural,Urban,SMSM2,22548457,SC,SCx,SCx,5/22/2001,2001,0.900683893,5/22/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMSND3,Sandia Creek 3,902SMSND3,33.41521,-117.24661,902,San Diego,NorthernSanDiego,Agricultural,Other,902SMSND3,22548453,SC,SCx,SCx,10/2/2002,2002,0.870765485,10/2/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMSND3,Sandia Creek 3,902SMSND3,33.41521,-117.24661,902,San Diego,NorthernSanDiego,Agricultural,Other,902SMSND3,22548453,SC,SCx,SCx,5/6/2008,2008,1.161748649,5/6/2008,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,NA,NA,NA,NA,NA,NA,NA,
901SMCSMR,San Mateo Creek at San Mateo Road,901SMCSMR,33.42339,-117.53136,901,San Diego,SanJuan,Open,Other,REF-SMC,20350879,SC,SCx,SCx,5/18/2001,2001,0.77204421,5/18/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902S02293,Santa Margarita River ~1.2mi above Rainbow Cr.,902S02293,33.42339,-117.20466,902,San Diego,NorthernSanDiego,Open,Other,902S02293,22548449,SC,SCx,SCx,5/27/2010,2010,0.894091375,5/27/2010,45,63,1.46,1.24,0.8,160,85,81,12,9,1028,NA,0.196,0.0027,NA,NA,0.445,0.0154,0.445
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,5/22/1998,1998,0.959070799,5/22/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,9/5/1998,1998,1.041456723,9/5/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,11/11/1998,1998,0.985241406,11/11/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,5/14/1999,1999,0.991065024,5/14/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,11/9/1999,1999,1.023220534,11/9/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,5/23/2000,2000,0.977075247,5/23/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,11/11/2000,2000,1.084474873,11/11/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,5/21/2001,2001,1.060050328,5/21/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,6/26/2003,2003,0.877437931,6/26/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SCSCRx,"Sandia Creek Sandia Creek Dr., 0.7 miles above Rock Mtn. Rd.",902SCSCRx,33.42425,-117.24811,902,San Diego,NR,NR,NR,R5BIO-6488,22548453,SC,SCx,SCx,10/15/2003,2003,0.774511363,10/15/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,5/23/1998,1998,0.701445762,5/23/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,9/4/1998,1998,0.978192855,9/4/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,11/10/1998,1998,0.945519936,11/10/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,5/14/1999,1999,0.816780015,5/14/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,11/9/1999,1999,0.824062683,11/9/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,5/24/2000,2000,0.901753873,5/24/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,11/11/2000,2000,0.979398658,11/11/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,5/20/2001,2001,0.887449285,5/20/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,6/11/2003,2003,0.699352225,6/11/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,5/17/2004,2004,0.696763356,5/17/2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,6/17/2005,2005,0.520724542,6/17/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,4/28/2007,2007,0.677015835,4/28/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,4/16/2008,2008,0.621947678,4/16/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249,NA,NA,NA,NA,NA,NA,NA,
902SMRWGR,Santa Margarita River 2 miles upstream of  Willow Glen Road,902SMRWGR,33.42931,-117.19637,902,San Diego,NorthernSanDiego,Open,Other,R5BIO-6522,22548423,SC,SCx,SCx,4/22/2009,2009,0.619961954,4/22/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134,NA,NA,NA,NA,NA,NA,NA,
902SMSTN1,Stone Creek 1,902SMSTN1,33.43063,-117.18909,902,San Diego,NorthernSanDiego,Open,Other,SMST1,22548421,SC,SCx,SCx,6/11/2003,2003,0.733972324,6/11/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902SMSTN1,Stone Creek 1,902SMSTN1,33.43063,-117.18909,902,San Diego,NorthernSanDiego,Open,Other,SMST1,22548421,SC,SCx,SCx,6/5/2007,2007,0.959849208,6/5/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.5,NA,1.81,0.0049,NA,NA,NA,NA,
902SMSTN1,Stone Creek 1,902SMSTN1,33.43063,-117.18909,902,San Diego,NorthernSanDiego,Open,Other,SMST1,22548421,SC,SCx,SCx,5/6/2008,2008,0.964419253,5/6/2008,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,NA,NA,NA,NA,NA,NA,NA,
902WE0888,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,33.45407,-117.30182,902,San Diego,NorthernSanDiego,Agricultural,Ag,902WE0888,22548347,SC,SCx,SCx,6/19/2001,2001,0.934667214,6/19/2001,NA,93,1.24,0.91,0.2,123,NA,NA,NA,NA,833.55,0.012,7.54,NA,NA,NA,7.244,0.003,7.244
902WE0888,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,33.45407,-117.30182,902,San Diego,NorthernSanDiego,Agricultural,Ag,902WE0888,22548347,SC,SCx,SCx,6/16/2015,2015,0.854014398,6/16/2015,NA,72,1.41,1.44,0.33,191,71,69.44,6,NA,1914,NA,NA,NA,3.9,0.16,4,0.086,4
902DLCDLM,De Luz Creek DeLuz-Murrieta Road,902DLCDLM,33.45958,-117.29053,902,San Diego,NorthernSanDiego,Agricultural,Ag,902DLCDLM,22548347,SC,SCx,SCx,11/13/2000,2000,0.982614583,11/13/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902DLCDLM,De Luz Creek DeLuz-Murrieta Road,902DLCDLM,33.45958,-117.29053,902,San Diego,NorthernSanDiego,Agricultural,Ag,902DLCDLM,22548347,SC,SCx,SCx,5/18/2001,2001,1.008138552,5/18/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902DLCDLM,De Luz Creek DeLuz-Murrieta Road,902DLCDLM,33.45958,-117.29053,902,San Diego,NorthernSanDiego,Agricultural,Ag,902DLCDLM,22548347,SC,SCx,SCx,7/2/2003,2003,0.879460616,7/2/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902DLCDLM,De Luz Creek DeLuz-Murrieta Road,902DLCDLM,33.45958,-117.29053,902,San Diego,NorthernSanDiego,Agricultural,Ag,902DLCDLM,22548347,SC,SCx,SCx,10/15/2003,2003,0.830903698,10/15/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
902DLCDLM,De Luz Creek DeLuz-Murrieta Road,902DLCDLM,33.45958,-117.29053,902,San Diego,NorthernSanDiego,Agricultural,Ag,902DLCDLM,22548347,SC,SCx,SCx,4/16/2008,2008,0.818226407,4/16/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1591,NA,NA,NA,NA,NA,NA,NA,
901SJSMT3,San Mateo Creek 3,901SJSMT3,33.47056,-117.47067,901,San Diego,SanJuan,Open,Other,901SJSMT3,20351605,SC,SCx,SCx,5/17/2001,NA,0.981866685,5/17/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
901SJSMT3,San Mateo Creek 3,901SJSMT3,33.47056,-117.47067,901,San Diego,SanJuan,Open,Other,901SJSMT3,20351605,SC,SCx,SCx,6/7/2005,NA,0.74383356,6/7/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.5,NA,NA,NA,NA,NA,NA,NA,
901SJSMT3,San Mateo Creek 3,901SJSMT3,33.47056,-117.47067,901,San Diego,SanJuan,Open,Other,901SJSMT3,20351605,SC,SCx,SCx,5/8/2008,NA,0.917260426,5/8/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,NA,NA,NA,NA,0.188,NA,NA,
901SJSMT3,San Mateo Creek 3,901SJSMT3,33.47056,-117.47067,901,San Diego,SanJuan,Open,Other,901SJSMT3,20351605,SC,SCx,SCx,4/28/2009,NA,0.817682909,4/28/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
901DCCDCx,Devils Canyon Creek Above San Mateo Cr.,901DCCDCx,33.47108,-117.46461,901,San Diego,SanJuan,SMC_out,Other,R5BIO-6500,20350737,SC,SCx,SCx,5/17/2001,2001,0.989075933,5/17/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
901DCCDCx,Devils Canyon Creek Above San Mateo Cr.,901DCCDCx,33.47108,-117.46461,901,San Diego,SanJuan,SMC_out,Other,R5BIO-6500,20350737,SC,SCx,SCx,6/7/2005,2005,0.716621163,6/7/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.5,NA,NA,NA,NA,NA,NA,NA,
901DCCSMC,Devils Canyon Creek above San Mateo Cyn. Creek,901DCCSMC,33.47303,-117.4659,901,San Diego,SanJuan,SMC_out,Other,901DCCSMC,20351605,SC,SCx,SCx,5/16/2011,2011,1.143344171,5/16/2011,81,17,1.44,1.72,0.89,98,84,72,3,12,436.3,NA,NA,NA,0.0256,NA,0.22,NA,0.22
901S04309,San Mateo Canyon Creek above Devil Cyn. Cr.,901S04309,33.47486,-117.46605,901,San Diego,SanJuan,Open,Other,901S04309,20351601,SC,SCx,SCx,5/16/2011,2011,0.915041628,5/16/2011,74,19,1.51,1.91,0.79,93,92,78,12,12,545,NA,NA,NA,0.0065,NA,0.158,0.0141,0.158
901CSCADC,Cold Spring Canyon above Devil Cyn Creek,901CSCADC,33.49366,-117.43071,901,San Diego,SanJuan,SMC_out,Other,901CSCADC,20351599,SC,SCx,SCx,5/26/2011,2011,1.040884765,5/26/2011,94,23,1.55,1.65,0.63,155,87,92,9,12,406,NA,NA,NA,0.1,NA,0.459,0.0213,0.459
404BA0964,Little Sycamore Canyon Random Site 964,404BA0964,34.06133,-118.9649,404,Ventura,SantaMonicaBay,Open,Other,404BA0964,20365103,SC,SCx,SCx,6/4/2008,2008,0.78643651,6/4/2008,75,1,1.55,1.3,0.57,152,NA,NA,NA,NA,1166,NA,NA,NA,NA,0.066,NA,0.0224,
404VCLSCU,Little Sycamore Upper,404VCLSCU,34.06514,-118.96317,409,Ventura,SantaMonica,Open,Other,R1_LITTLESYC,20365103,SC,SCx,SCx,6/6/2006,2006,0.798563879,6/6/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,0.04,NA,NA,NA,0.38,NA,0.0441,
404BA0084,Little Sycamore Canyon Random Site 84,404BA0084,34.09079,-118.94926,404,Ventura,SantaMonicaBay,Open,Other,404BA0084,20365103,SC,SCx,SCx,6/4/2008,2008,1.07247815,6/4/2008,56,4,1.37,1.57,0.62,193,NA,NA,NA,NA,995,NA,NA,NA,NA,0.534,NA,0.123,
408CAL004,Calleguas Creek Main Stem (downstream of  confluence with Revolon Slough),408CAL004,34.1127,-119.08265,408,Ventura,Calleguas,Agricultural,Other,408CAL004,17562692,SC,SCx,SCx,10/31/2001,2001,0.321462218,10/31/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
404R4S015,404R4S015,404R4S015,34.14255,-118.75224,404,Ventura,SantaMonica,Urban,Other,SMC03944,20365885,SC,SCx,SCx,4/29/2015,2015,0.469602067,4/29/2015,48,0,0,0,0.17,0,30,33.33,3,NA,4965,0.0379,NA,0.0028,NA,NA,1.92,0.157,1.92
404R4S015,404R4S015,404R4S015,34.14255,-118.75224,404,Ventura,SantaMonica,Urban,Other,SMC03944,20365885,SC,SCx,SCx,5/4/2016,2016,0.321691615,5/4/2016,NA,0,0,0,0,0,27,25,3,NA,3986,0.1,0.1,NA,NA,NA,3.97,1.791,3.97
408CAL003,Mugu Drain,408CAL003,34.14722,-119.11837,408,Ventura,Calleguas,SMC_out,Urban,408CAL003,17562676,SC,SCx,SCx,10/31/2001,2001,0.599145425,10/31/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
408WE1039,Revolon Slough at Hueneme Road,408WE1039,34.14743,-119.087,408,Ventura,Calleguas,Agricultural,Ag,408WE1039,17562648,SC,SCx,SCx,5/7/2002,2002,0.253634465,5/7/2002,NA,100,1.23,0.44,0.19,131,NA,NA,NA,NA,3561.5,0.092,45.61,NA,NA,NA,49.719,0.072,49.719
410CE0284,Unnamed Creek above Hueneme Rd,410CE0284,34.14944,-119.19111,410,Ventura,SantaClara,SMC_out,Urban,410CE0284,17562666,SC,SCx,SCx,5/4/2006,2006,0.489799464,5/4/2006,NA,88,1.31,0.99,0.24,102,NA,NA,NA,NA,1843,NA,NA,NA,NA,NA,NA,NA,
408CAL006,Calleguas Creek Main Stem (between Revolon Slough and Conejo Creek),408CAL006,34.16443,-119.06255,408,Ventura,Calleguas,SMC_out,Ag,408CAL006,17562684,SC,SCx,SCx,10/31/2001,2001,0.692030895,10/31/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
408WE0654,Revolon Slough Below Wood Road,408WE0654,34.16522,-119.09069,408,Ventura,NR,NR,NR,408WE0654,17562630,SC,SCx,SCx,6/13/2001,2001,0.471280922,6/13/2001,NA,93,1.17,0.89,0.22,109,NA,NA,NA,NA,3912.5,0.071,48.16,NA,NA,NA,48.219,0.041,48.219
408CGCS13,"Revolon Slough @ Wood Rd., Calleguas Creek Site 13",408CGCS13,34.16781,-119.09272,408,Ventura,Calleguas,Agricultural,Ag,408WE0654,17562630,SC,SCx,SCx,11/5/1998,1998,0.534012967,11/5/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
404S44642,Las Virgenes (44642),404S44642,34.16873,-118.70306,404,Ventura,SantaMonica,Open,Other,SMC44642,20364705,SC,SCx,SCx,6/4/2013,2013,0.60628887,6/4/2013,28,6,0.63,0,0,2,31,25,6,NA,4018,0.0034,0.0587,NA,NA,NA,0.582,0.253,0.582
404S31468,Medea Creek (31468),404S31468,34.16874,-118.76171,404,Ventura,SantaMonicaBay,Urban,Urban,404S31468,20364695,SC,SCx,SCx,6/19/2012,2012,0.407101454,6/19/2012,44,27,0.99,1.62,0.55,5,50,25,12,NA,3704,0.011,0.203,NA,NA,NA,0.53,0.0481,0.53
408PS0032,Calleguas Creek,408PS0032,34.1688,-119.05743,408,Ventura,Calleguas,Agricultural,Urban,408PS0032,17562626,SC,SCx,SCx,5/21/2008,2008,0.612835107,5/21/2008,21,98,1,0.65,0,51,61,64,12,9,1393,0.0265,NA,0.0469,5.65,0.826,NA,2.2,6.476
408CAL005,Revolon Slough,408CAL005,34.1693,-119.09572,408,Ventura,Calleguas,Agricultural,Urban,408CAL005,17562630,SC,SCx,SCx,10/31/2001,2001,0.378137008,10/31/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3270,0.22,38.5,0.22,NA,NA,NA,NA,
404S18666,Medea Creek 18666,404S18666,34.17206,-118.76375,404,Ventura,SantaMonicaBay,Urban,Urban,404S18666,20364695,SC,SCx,SCx,6/15/2011,2011,0.536202197,6/15/2011,42,45,1.85,1.15,0.89,150,54,56,6,9,3946,NA,NA,0.0046,0.0898,NA,0.718,0.144,0.718
404S27470,Medea Creek (27470),404S27470,34.17445,-118.76389,404,Ventura,SantaMonicaBay,Urban,Urban,404S27470,20364695,SC,SCx,SCx,6/19/2012,2012,0.472830278,6/19/2012,44,65,1.58,1.2,0.7,143,62,56,3,NA,4600,NA,0.0144,NA,NA,NA,0.295,0.117,0.295
404BA0616,East Las Virgenes Canyon Random Site 616,404BA0616,34.17453,-118.69879,404,Ventura,SantaMonicaBay,Open,Other,404BA0616,20364691,SC,SCx,SCx,6/3/2008,2008,0.739849841,6/3/2008,35,82,1.52,0.59,0.29,167,NA,NA,NA,NA,3730,0.225,1.41,0.0316,NA,2.4,NA,0.443,3.8416
404S02920,Medea Creek Site 2920,404S02920,34.17748,-118.767,404,Ventura,SantaMonica,Urban,Urban,SMC02920,20364685,SC,SCx,SCx,5/12/2009,2009,0.5356365,5/12/2009,39,59,1.45,1.31,0.76,131,62,67,12,6,3471,0.0349,0.0555,0.0035,NA,0.693,0.622,0.239,0.622
408CGCS06,"Calleguas Creek Below Camrosa WWTP, Site 6",408CGCS06,34.17978,-119.04053,408,Ventura,Calleguas,Agricultural,Urban,ME-CC,17562626,SC,SCx,SCx,11/5/1998,1998,0.452085881,11/5/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
404S03048,Lindero Canyon Site 3048,404S03048,34.18426,-118.79089,404,Ventura,SantaMonica,Urban,Urban,SMC03048,948070152,SC,SCx,SCx,5/13/2009,2009,0.75709532,5/13/2009,18,70,1.59,1.39,0.56,121,NA,NA,NA,NA,2094,0.0129,0.272,0.0043,NA,0.377,0.798,0.152,0.798
408CAL011,South Branch Arroyo Conejo,408CAL011,34.18563,-118.90728,408,Ventura,Calleguas,Urban,Urban,408CAL011,17564124,SC,SCx,SCx,10/30/2001,2001,0.837089014,10/30/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
408BA0836,Conejo Creek Random Site 836,408BA0836,34.19071,-119.0051,408,Ventura,Calleguas,Agricultural,Ag,408BA0836,17562598,SC,SCx,SCx,5/7/2008,2008,0.743557716,5/7/2008,21,94,1.79,0.54,0.47,145,NA,NA,NA,NA,1521,0.334,5.11,0.14,NA,1.24,NA,1.99,6.49
408BA0836,Conejo Creek Random Site 836,408BA0836,34.19071,-119.0051,408,Ventura,Calleguas,Agricultural,Ag,408BA0836,17562598,SC,SCx,SCx,6/4/2014,2014,0.548216371,6/4/2014,22,45,1.75,1.78,0.19,106,NA,NA,NA,NA,1537,0.347,6.67,0.0783,NA,NA,6.61,1.98,6.61
408BA0836,Conejo Creek Random Site 836,408BA0836,34.19071,-119.0051,408,Ventura,Calleguas,Agricultural,Ag,408BA0836,17562598,SC,SCx,SCx,6/24/2015,2015,0.644280945,6/24/2015,NA,63,1.68,1.55,0.72,58,64,61.11,6,NA,1553,0.37,NA,NA,5.9,1,7,2.8,7
SMC00836,NA,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Agricultural,Ag,408BA0836,17562598,SC,SCx,SCx,5/7/2008,2008,0.743557716,5/7/2008,21,94,1.79,0.54,0.47,145,NA,NA,NA,NA,1521,0.334,5.11,0.14,NA,1.24,NA,1.99,6.49
SMC00836,NA,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Agricultural,Ag,408BA0836,17562598,SC,SCx,SCx,6/4/2014,2014,0.548216371,6/4/2014,22,45,1.75,1.78,0.19,106,NA,NA,NA,NA,1537,0.347,6.67,0.0783,NA,NA,6.61,1.98,6.61
SMC00836,NA,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Agricultural,Ag,408BA0836,17562598,SC,SCx,SCx,6/24/2015,2015,0.644280945,6/24/2015,NA,63,1.68,1.55,0.72,58,64,61.11,6,NA,1553,0.37,NA,NA,5.9,1,7,2.8,7
408WE0547,Unknown Creek ~0.9 miles downstream from Las Posas rd.,408WE0547,34.19094,-119.0859,408,Ventura,Calleguas,SMC_out,Ag,408WE0547,17562592,SC,SCx,SCx,7/12/2000,2000,0.500591616,7/12/2000,NA,97,0.95,0.1,0.76,37,NA,NA,NA,NA,3948,0.025,83.9,NA,NA,NA,89.75,0.013,89.75
408CGCS12,"Conejo Creek Below Camarillo WWTP, Calleguas Creek Site 12",408CGCS12,34.19114,-119.00464,408,Ventura,Calleguas,Agricultural,Ag,408BA0836,17562598,SC,SCx,SCx,11/5/1998,1998,0.540724937,11/5/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
408CAL007,Conejo Creek,408CAL007,34.19437,-119.00077,408,Ventura,Calleguas,Agricultural,Urban,408CAL007,17564104,SC,SCx,SCx,10/31/2001,2001,0.699587596,10/31/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
